figure_id,italian,chinese,category,image,source_name,source_url,license_note,copyright_status,review_status,note
s193,"transitabilità: tratto terminale della strada chiuso, percorribile fino a trafori con catene o pneumatici da neve raccomandati (facoltative)",通行情况：道路最后一段封闭，建议（可选）使用防滑链或雪地轮胎可通行至隧道处,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s193.gif,rmastri.it,https://www.rmastri.it/42/immagini/s193.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s193；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s194,inizio strada extraurbana principale,主要郊外道路开始。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s194.gif,rmastri.it,https://www.rmastri.it/42/immagini/s194.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s194；来源：WEBpatente definiz.js
s197,limiti di velocità generali valevoli in italia,意大利通用最高限速提示。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s197.gif,rmastri.it,https://www.rmastri.it/42/immagini/s197.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s197；来源：WEBpatente definiz.js
s199,segnale di identificazione itinerario internazionale n. 55,国际路线编号55识别标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s199.gif,rmastri.it,https://www.rmastri.it/42/immagini/s199.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s199；来源：WEBpatente definiz.js
s200,segnale di identificazione autostrada n. 25,25 号高速公路识别标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s200.gif,rmastri.it,https://www.rmastri.it/42/immagini/s200.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s200；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s201,segnale di identificazione strada statale n. 2,国道编号2识别标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s201.gif,rmastri.it,https://www.rmastri.it/42/immagini/s201.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s213；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s203,segnale di identificazione strada comunale n. 19,市镇道路编号19识别标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s203.gif,rmastri.it,https://www.rmastri.it/42/immagini/s203.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s214；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s206,progressiva distanziometrica autostradale,高速公路距离递增标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s206.gif,rmastri.it,https://www.rmastri.it/42/immagini/s206.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s206；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s207,inizio centro abitato,居民区开始。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s207.gif,rmastri.it,https://www.rmastri.it/42/immagini/s207.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s207；来源：WEBpatente definiz.js
s210,pronto soccorso,急救站,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s210.gif,rmastri.it,https://www.rmastri.it/42/immagini/s210.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s210；来源：WEBpatente definiz.js
s214,ospedale,医院,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s214.gif,rmastri.it,https://www.rmastri.it/42/immagini/s214.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s214；来源：WEBpatente definiz.js
s216,segnale di localizzazione territoriale (nome del fiume),地理位置标志，通常显示河流名称。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s216.gif,rmastri.it,https://www.rmastri.it/42/immagini/s216.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s216；来源：WEBpatente definiz.js
s217,preavviso di informazioni turistico-alberghiere,旅游和住宿信息预告标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s217.gif,rmastri.it,https://www.rmastri.it/42/immagini/s217.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s217；来源：WEBpatente definiz.js
s218,localizzazione di attraversamento pedonale,人行横道位置标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s218.gif,rmastri.it,https://www.rmastri.it/42/immagini/s218.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s218；来源：WEBpatente definiz.js
s219,fermata scuolabus,校车停靠点,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s219.gif,rmastri.it,https://www.rmastri.it/42/immagini/s219.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s219；来源：WEBpatente definiz.js
s220,s.o.s.: dispositivo di chiamata stradale di soccorso o di assistenza,道路救援呼叫装置。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s220.gif,rmastri.it,https://www.rmastri.it/42/immagini/s220.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s220；来源：WEBpatente definiz.js
s224,strada senza uscita,死胡同 / 无出口道路,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s224.gif,rmastri.it,https://www.rmastri.it/42/immagini/s224.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s224；来源：WEBpatente definiz.js
s225,preavviso di strada senza uscita,前方死胡同预告。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s225.gif,rmastri.it,https://www.rmastri.it/42/immagini/s225.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s225；来源：WEBpatente definiz.js
s226,velocità consigliata,建议速度。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s226.gif,rmastri.it,https://www.rmastri.it/42/immagini/s226.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s226；来源：WEBpatente definiz.js
s228,strada riservata ai soli veicoli a motore,机动车专用道路。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s228.gif,rmastri.it,https://www.rmastri.it/42/immagini/s228.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s227；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s230,galleria autostradale,高速公路隧道。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s230.gif,rmastri.it,https://www.rmastri.it/42/immagini/s230.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s230；来源：WEBpatente definiz.js
s231,"ponte, viadotto o cavalcavia autostradale",高速公路桥梁、高架桥或立交桥。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s231.gif,rmastri.it,https://www.rmastri.it/42/immagini/s231.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s231；来源：WEBpatente definiz.js
s236,localizzazione di attraversamento ciclabile,自行车横道位置标志。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s236.gif,rmastri.it,https://www.rmastri.it/42/immagini/s236.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s236；来源：WEBpatente definiz.js
s238,svolta a sinistra indiretta,间接左转,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s238.gif,rmastri.it,https://www.rmastri.it/42/immagini/s238.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s238；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s239,cavalcavia o sottopassaggio per l’inversione di marcia,用于掉头的上跨桥或下穿通道。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s239.gif,rmastri.it,https://www.rmastri.it/42/immagini/s239.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,"图形编号 s236；来源：WEBpatente definiz.js；需人工校对；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: manual_check, figure_id_mismatch"
s240,piazzola di sosta su strada extraurbana,郊外道路停车区。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s240.gif,rmastri.it,https://www.rmastri.it/42/immagini/s240.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s240；来源：WEBpatente definiz.js
s242,"uso corsie su strada extraurbana con divieto di transito nella corsia di sinistra per i veicoli adibiti al trasporto di merci che superano 3,5 t.",郊外道路车道使用：左侧车道禁止超过3.5吨货运车辆通行。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s242.gif,rmastri.it,https://www.rmastri.it/42/immagini/s242.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s242；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s243,uso corsie su autostrada con limiti minimi di velocità,高速公路车道使用规则，附最低限速。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s243.gif,rmastri.it,https://www.rmastri.it/42/immagini/s243.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s243；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s245,uso corsie su strada urbana con corsia di destra riservata agli autobus,城市道路车道使用：右侧车道为公交车专用。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s245.gif,rmastri.it,https://www.rmastri.it/42/immagini/s245.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,"图形编号 s244；来源：WEBpatente definiz.js；需人工校对；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: manual_check, figure_id_mismatch"
s247,variazione corsie disponibili (in aumento) su strada extraurbana,郊外道路可用车道增加。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s247.gif,rmastri.it,https://www.rmastri.it/42/immagini/s247.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s247；来源：WEBpatente definiz.js
s248,variazione corsie disponibili (in diminuzione) su autostrada,高速公路可用车道减少。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s248.gif,rmastri.it,https://www.rmastri.it/42/immagini/s248.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s248；来源：WEBpatente definiz.js
s250,"preavviso di deviazione consigliata per autocarri che superano 3,5 t., autotreni ed autoarticolati",超过3.5吨货车、货车列车和铰接货车建议改道预告。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s250.gif,rmastri.it,https://www.rmastri.it/42/immagini/s250.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s250；来源：WEBpatente definiz.js
s251,"direzione consigliata agli autocarri che superano 3,5 t.",建议超过3.5吨的货车行驶方向。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s251.gif,rmastri.it,https://www.rmastri.it/42/immagini/s251.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s250；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s252,assistenza meccanica (officina),车辆维修服务（修理厂）,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s252.gif,rmastri.it,https://www.rmastri.it/42/immagini/s252.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s252；来源：WEBpatente definiz.js
s253,telefono,电话,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s253.gif,rmastri.it,https://www.rmastri.it/42/immagini/s253.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s253；来源：WEBpatente definiz.js
s254,rifornimento,加油站,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s254.gif,rmastri.it,https://www.rmastri.it/42/immagini/s254.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s254；来源：WEBpatente definiz.js
s255,rifornimento con benzina ecologica,环保汽油加油服务。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s255.gif,rmastri.it,https://www.rmastri.it/42/immagini/s255.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s255；来源：WEBpatente definiz.js
s256,fermata autobus di linee extraurbane,郊外公交线路停靠站。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s256.gif,rmastri.it,https://www.rmastri.it/42/immagini/s256.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s256；来源：WEBpatente definiz.js
s260,"campeggio per tende, caravan ed autocaravan",帐篷、拖挂房车和房车露营地。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s260.gif,rmastri.it,https://www.rmastri.it/42/immagini/s260.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s260；来源：WEBpatente definiz.js
s265,parcheggio di scambio con linee di autobus,换乘停车场，可换乘公交线路,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s265.gif,rmastri.it,https://www.rmastri.it/42/immagini/s265.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s265；来源：WEBpatente definiz.js
s270,auto al seguito,随车运输汽车服务,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s270.gif,rmastri.it,https://www.rmastri.it/42/immagini/s270.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s270；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s272,parcheggio per taxi,出租车停车处,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s272.gif,rmastri.it,https://www.rmastri.it/42/immagini/s272.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s272；来源：WEBpatente definiz.js
s273,area di sosta attrezzata con impianti di scarico,配有污水排放设施的停车区。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s273.gif,rmastri.it,https://www.rmastri.it/42/immagini/s273.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s273；来源：WEBpatente definiz.js
s274,polizia stradale: indica notizie utili per raggiungere o comunicare con la sede più vicina di un comando di polizia stradale,交通警察信息标志：指示最近交通警察机构的位置或联系方式。,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s274.gif,rmastri.it,https://www.rmastri.it/42/immagini/s274.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s275；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s275,lavori in corso,施工中,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s275.gif,rmastri.it,https://www.rmastri.it/42/immagini/s275.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s275；来源：WEBpatente definiz.js
s276,barriera normale: segnala i confini dei cantieri di lavori in corso,普通施工护栏：标示道路施工区域边界。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s276.gif,rmastri.it,https://www.rmastri.it/42/immagini/s276.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s276；来源：WEBpatente definiz.js
s278,"cono: segnala zone di lavoro di breve durata, incanalamenti temporanei, deviazioni, aree interessate da incidenti",交通锥：用于标示短时间施工区域、临时导流、绕行或事故影响区域。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s278.gif,rmastri.it,https://www.rmastri.it/42/immagini/s278.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s278；来源：WEBpatente definiz.js
s279,pannello applicato sui veicoli operatrici fermi sulla strada o in lento movimento,作业车辆警示面板：用于停在道路上或缓慢移动的作业车辆。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s279.gif,rmastri.it,https://www.rmastri.it/42/immagini/s279.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s279；来源：WEBpatente definiz.js
s280,presegnale di cantiere mobile applicato sui veicoli operatrici e segnale di restringimento di corsia,移动施工预告：作业车辆和车道变窄标志。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s280.gif,rmastri.it,https://www.rmastri.it/42/immagini/s280.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s280；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s282,preavviso di deviazione per lavori in corso,前方施工，准备绕行,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s282.gif,rmastri.it,https://www.rmastri.it/42/immagini/s282.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s282；来源：WEBpatente definiz.js
s283,preavviso di deviazione con limitazione di transito,前方准备绕行，并有限制通行,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s283.gif,rmastri.it,https://www.rmastri.it/42/immagini/s283.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s283；来源：WEBpatente definiz.js
s284,direzione obbligatoria diritto per autotreni ed autoarticolati,汽车列车和铰接车辆必须直行。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s284.gif,rmastri.it,https://www.rmastri.it/42/immagini/s284.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s284；来源：WEBpatente definiz.js
s285,segnale di corsia chiusa (chiusura temporanea della corsia di destra),车道临时关闭标志，表示右侧车道暂时关闭。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s285.gif,rmastri.it,https://www.rmastri.it/42/immagini/s285.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s285；来源：WEBpatente definiz.js
s288,uso corsie disponibili,可用车道使用指示。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s288.gif,rmastri.it,https://www.rmastri.it/42/immagini/s288.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s288；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s289,delineatori normali di margine per strade a senso unico,单行道路普通边缘轮廓标。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s289.gif,rmastri.it,https://www.rmastri.it/42/immagini/s289.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s289；来源：WEBpatente definiz.js
s290,delineatori normali di margine per strade a doppio senso,双向道路普通边缘轮廓标。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s290.gif,rmastri.it,https://www.rmastri.it/42/immagini/s290.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s290；来源：WEBpatente definiz.js
s291,delineatore per gallerie a senso unico o per strettoie e deviazioni permanenti,隧道、单行道、窄路或永久改道用轮廓标。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s291.gif,rmastri.it,https://www.rmastri.it/42/immagini/s291.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s291；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s292,delineatore per strade di montagna soggette ad innevamento,积雪山区道路边缘标识桩。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s292.gif,rmastri.it,https://www.rmastri.it/42/immagini/s292.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s292；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s293,delineatore di curva stretta o di tornante,急弯或发夹弯轮廓标。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s293.gif,rmastri.it,https://www.rmastri.it/42/immagini/s293.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s293；来源：WEBpatente definiz.js
s294,delineatore per intersezione a “t”,T 形交叉路口轮廓标。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s294.gif,rmastri.it,https://www.rmastri.it/42/immagini/s294.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s294；来源：WEBpatente definiz.js
s295,delineatore modulare di curva a destra,右弯模块式轮廓标。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s295.gif,rmastri.it,https://www.rmastri.it/42/immagini/s295.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s295；来源：WEBpatente definiz.js
s297,preavviso di semaforo temporaneo,临时交通信号灯预告标志。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s297.gif,rmastri.it,https://www.rmastri.it/42/immagini/s297.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s297；来源：WEBpatente definiz.js
s299,delineatore speciale di ostacolo,特殊障碍物轮廓标。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s299.gif,rmastri.it,https://www.rmastri.it/42/immagini/s299.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s299；来源：WEBpatente definiz.js
s301,segnali di limiti di velocità da applicare su alcuni veicoli,适用于某些车辆的限速标志。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s301.gif,rmastri.it,https://www.rmastri.it/42/immagini/s301.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s301；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s302,pannello per carichi sporgenti,突出载荷警示板。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s302.gif,rmastri.it,https://www.rmastri.it/42/immagini/s302.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s340；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s303,pannello per trasporto merci pericolose,危险货物运输标志板。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s303.gif,rmastri.it,https://www.rmastri.it/42/immagini/s303.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s341；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s304,"pannelli posteriori per autoveicoli adibiti al trasporto merci di massa a pieno carico oltre 3,5 t.",货运机动车后部识别板：用于满载质量超过3.5吨的车辆。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s304.gif,rmastri.it,https://www.rmastri.it/42/immagini/s304.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s344；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s305,"pannelli posteriori per rimorchi e semirimorchi adibiti al trasporto merci di massa a pieno carico oltre 3,5 t.",货运挂车和半挂车后部标志牌，适用于满载总质量超过3.5吨的车辆。,交通标志与图形 - 临时与施工标志,https://www.rmastri.it/42/immagini/s305.gif,rmastri.it,https://www.rmastri.it/42/immagini/s305.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s305；来源：WEBpatente definiz.js
s334,via di fuga,避险车道 / 逃生通道,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s334.gif,rmastri.it,https://www.rmastri.it/42/immagini/s334.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s334；来源：WEBpatente definiz.js
s335,estintore,灭火器,交通标志与图形 - 指示标志,https://www.rmastri.it/42/immagini/s335.gif,rmastri.it,https://www.rmastri.it/42/immagini/s335.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s335；来源：WEBpatente definiz.js
s383,vigile in posizione di alt (rosso),交警停止手势，对应红灯。,交通标志与图形 - 交警手势,https://www.rmastri.it/42/immagini/s383.gif,rmastri.it,https://www.rmastri.it/42/immagini/s383.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s383；来源：WEBpatente definiz.js
s384,vigile in posizione di avanti (verde),交警放行手势，对应绿灯。,交通标志与图形 - 交警手势,https://www.rmastri.it/42/immagini/s384.gif,rmastri.it,https://www.rmastri.it/42/immagini/s384.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s384；来源：WEBpatente definiz.js
s385,vigile in posizione di attenzione (giallo fisso),交警注意姿势，对应固定黄灯信号。,交通标志与图形 - 交警手势,https://www.rmastri.it/42/immagini/s385.gif,rmastri.it,https://www.rmastri.it/42/immagini/s385.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s385；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s386,"vigile con le braccia distese orizzontalmente a 90 gradi (via libera, in tutte le direzioni,  solo per i veicoli che provengono dalla mano sinistra del vigile)",交警双臂水平伸开：仅允许从交警左手方向驶来的车辆通行。,交通标志与图形 - 交警手势,https://www.rmastri.it/42/immagini/s386.gif,rmastri.it,https://www.rmastri.it/42/immagini/s386.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s386；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s445,strisce di delimitazione gialle che individuano un’area di parcheggio destinata a persone invalide,黄色停车区标线：残疾人专用停车区域。,交通标志与图形 - 路面标线,https://www.rmastri.it/42/immagini/s445.gif,rmastri.it,https://www.rmastri.it/42/immagini/s445.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s504；来源：WEBpatente definiz.js；signs.csv 提取提示：原 note 图形编号与 image 文件编号不一致，需人工校对。；review_flags: figure_id_mismatch
s501,striscia bianca continua lungo l’asse,道路中心白色实线。,交通标志与图形 - 路面标线,https://www.rmastri.it/42/immagini/s501.gif,rmastri.it,https://www.rmastri.it/42/immagini/s501.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s501；来源：WEBpatente definiz.js
s502,striscia bianca discontinua (tratteggiata) lungo l’asse,道路中心白色虚线。,交通标志与图形 - 路面标线,https://www.rmastri.it/42/immagini/s502.gif,rmastri.it,https://www.rmastri.it/42/immagini/s502.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s502；来源：WEBpatente definiz.js
s505,striscia bianca laterale discontinua che separa la carreggiata da un passo carrabile,分隔车行道与车辆出入口的白色侧向虚线。,交通标志与图形 - 路面标线,https://www.rmastri.it/42/immagini/s505.gif,rmastri.it,https://www.rmastri.it/42/immagini/s505.gif,external image link; needs manual verification before commercial use,unverified_external_link,needs_review,图形编号 s505；来源：WEBpatente definiz.js；需人工校对；review_flags: manual_check
s506,strisce bianche discontinue di guida,白色虚线导向线。,交通标志与图形 - 路面标线,https://www.rmastri.it/42/immagini/s506.gif,rmastri.it,https://www.rmastri.it/42/immagini/s506.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s506；来源：WEBpatente definiz.js
s509,doppia striscia bianca continua lungo l’asse,道路中心双白实线。,交通标志与图形 - 路面标线,https://www.rmastri.it/42/immagini/s509.gif,rmastri.it,https://www.rmastri.it/42/immagini/s509.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s509；来源：WEBpatente definiz.js
s511,piste ciclabili,自行车道标线。,交通标志与图形 - 路面标线,https://www.rmastri.it/42/immagini/s511.gif,rmastri.it,https://www.rmastri.it/42/immagini/s511.gif,external image link; needs manual verification before commercial use,unverified_external_link,imported_from_words,图形编号 s511；来源：WEBpatente definiz.js
